"Time","Strom (Z)","Billia (Z)","Hatston (Z)","Fow (Z)"
"2015-07-14T16:00:00.000Z",-0.58,-0.13,-0.91,-0.72
"2015-07-14T16:15:00.000Z",-0.47,0.07,-0.78,-0.66
"2015-07-14T16:30:00.000Z",-0.32,0.24,-0.67,-0.54
"2015-07-14T16:45:00.000Z",-0.29,0.4,-0.59,-0.39
"2015-07-14T17:00:00.000Z",-0.3,0.54,-0.45,-0.28
"2015-07-14T17:15:00.000Z",-0.21,0.68,-0.25,-0.2
"2015-07-14T17:30:00.000Z",-0.07,0.83,-0.09,-0.09
"2015-07-14T17:45:00.000Z",0.08,0.99,0.03,0.01
"2015-07-14T18:00:00.000Z",0.26,1.12,0.16,0.09
"2015-07-14T18:15:00.000Z",0.42,1.2,0.3,0.18
"2015-07-14T18:30:00.000Z",0.55,1.32,0.4,0.26
"2015-07-14T18:45:00.000Z",0.74,1.44,0.49,0.34
"2015-07-14T19:00:00.000Z",0.93,1.51,0.59,0.44
"2015-07-14T19:15:00.000Z",1.01,1.49,0.7,0.55
"2015-07-14T19:30:00.000Z",1.05,1.5,0.84,0.64
"2015-07-14T19:45:00.000Z",1.2,1.52,0.96,0.73
"2015-07-14T20:00:00.000Z",1.33,1.48,1.05,0.84
"2015-07-14T20:15:00.000Z",1.27,1.34,1.12,0.93
"2015-07-14T20:30:00.000Z",1.18,1.25,1.2,0.95
"2015-07-14T20:45:00.000Z",1.25,1.18,1.23,0.96
"2015-07-14T21:00:00.000Z",1.24,1.06,1.2,1.01
"2015-07-14T21:15:00.000Z",1.03,0.86,1.15,1.04
"2015-07-14T21:30:00.000Z",0.89,0.71,1.15,0.98
"2015-07-14T21:45:00.000Z",0.92,0.58,1.13,0.91
"2015-07-14T22:00:00.000Z",0.89,0.42,1.05,0.9
"2015-07-14T22:15:00.000Z",0.74,0.21,0.93,0.87
"2015-07-14T22:30:00.000Z",0.64,0.04,0.89,0.77
"2015-07-14T22:45:00.000Z",0.63,-0.11,0.86,0.63
"2015-07-14T23:00:00.000Z",0.58,-0.26,0.79,0.54
"2015-07-14T23:15:00.000Z",0.46,-0.42,0.65,0.45
"2015-07-14T23:30:00.000Z",0.33,-0.57,0.49,0.32
"2015-07-14T23:45:00.000Z",0.18,-0.73,0.36,0.14
"2015-07-15T00:00:00.000Z",0.01,-0.88,0.24,-0.03
"2015-07-15T00:15:00.000Z",-0.13,-0.99,0.1,-0.2
"2015-07-15T00:30:00.000Z",-0.26,-1.13,-0.05,-0.35
"2015-07-15T00:45:00.000Z",-0.43,-1.28,-0.19,-0.5
"2015-07-15T01:00:00.000Z",-0.61,-1.39,-0.3,-0.67
"2015-07-15T01:15:00.000Z",-0.68,-1.41,-0.43,-0.84
"2015-07-15T01:30:00.000Z",-0.7,-1.46,-0.58,-0.95
"2015-07-15T01:45:00.000Z",-0.82,-1.52,-0.73,-1.04
"2015-07-15T02:00:00.000Z",-1,-1.51,-0.87,-1.16
"2015-07-15T02:15:00.000Z",-1.08,-1.39,-0.98,-1.28
"2015-07-15T02:30:00.000Z",-1.02,-1.32,-1.09,-1.31
"2015-07-15T02:45:00.000Z",-1.08,-1.27,-1.19,-1.28
"2015-07-15T03:00:00.000Z",-1.19,-1.18,-1.25,-1.28
"2015-07-15T03:15:00.000Z",-1.13,-0.98,-1.25,-1.3
"2015-07-15T03:30:00.000Z",-0.89,-0.84,-1.24,-1.24
"2015-07-15T03:45:00.000Z",-0.83,-0.73,-1.24,-1.12
"2015-07-15T04:00:00.000Z",-0.89,-0.59,-1.19,-1.05
"2015-07-15T04:15:00.000Z",-0.78,-0.38,-1.09,-1.01
"2015-07-15T04:30:00.000Z",-0.57,-0.2,-1,-0.89
"2015-07-15T04:45:00.000Z",-0.55,-0.05,-0.96,-0.73
"2015-07-15T05:00:00.000Z",-0.6,0.1,-0.87,-0.64
"2015-07-15T05:15:00.000Z",-0.52,0.27,-0.7,-0.56
"2015-07-15T05:30:00.000Z",-0.37,0.43,-0.53,-0.44
"2015-07-15T05:45:00.000Z",-0.31,0.59,-0.4,-0.29
"2015-07-15T06:00:00.000Z",-0.2,0.73,-0.25,-0.2
"2015-07-15T06:15:00.000Z",-0.04,0.84,-0.07,-0.14
"2015-07-15T06:30:00.000Z",0.12,0.98,0.06,-0.05
"2015-07-15T06:45:00.000Z",0.32,1.12,0.16,0.05
"2015-07-15T07:00:00.000Z",0.51,1.23,0.25,0.14
"2015-07-15T07:15:00.000Z",0.63,1.27,0.36,0.22
"2015-07-15T07:30:00.000Z",0.71,1.33,0.48,0.3
"2015-07-15T07:45:00.000Z",0.88,1.4,0.6,0.41
"2015-07-15T08:00:00.000Z",1.07,1.4,0.71,0.54
"2015-07-15T08:15:00.000Z",1.08,1.31,0.83,0.66
"2015-07-15T08:30:00.000Z",1.06,1.26,0.96,0.73
"2015-07-15T08:45:00.000Z",1.15,1.23,1.05,0.78
"2015-07-15T09:00:00.000Z",1.22,1.14,1.07,0.86
"2015-07-15T09:15:00.000Z",1.07,0.96,1.07,0.91
"2015-07-15T09:30:00.000Z",0.91,0.83,1.09,0.89
"2015-07-15T09:45:00.000Z",0.94,0.73,1.09,0.86
"2015-07-15T10:00:00.000Z",0.92,0.59,1.02,0.87
"2015-07-15T10:15:00.000Z",0.77,0.38,0.94,0.87
"2015-07-15T10:30:00.000Z",0.64,0.22,0.92,0.79
"2015-07-15T10:45:00.000Z",0.64,0.07,0.9,0.69
"2015-07-15T11:00:00.000Z",0.64,-0.08,0.84,0.64
"2015-07-15T11:15:00.000Z",0.53,-0.24,0.73,0.58
"2015-07-15T11:30:00.000Z",0.43,-0.39,0.63,0.47
"2015-07-15T11:45:00.000Z",0.35,-0.54,0.54,0.32
"2015-07-15T12:00:00.000Z",0.24,-0.67,0.43,0.18
"2015-07-15T12:15:00.000Z",0.1,-0.79,0.29,0.05
"2015-07-15T12:30:00.000Z",-0.05,-0.93,0.13,-0.1
"2015-07-15T12:45:00.000Z",-0.22,-1.08,0,-0.26
"2015-07-15T13:00:00.000Z",-0.39,-1.2,-0.11,-0.43
"2015-07-15T13:15:00.000Z",-0.48,-1.25,-0.22,-0.59
"2015-07-15T13:30:00.000Z",-0.53,-1.33,-0.35,-0.71
"2015-07-15T13:45:00.000Z",-0.65,-1.42,-0.49,-0.82
"2015-07-15T14:00:00.000Z",-0.81,-1.45,-0.62,-0.95
"2015-07-15T14:15:00.000Z",-0.87,-1.36,-0.74,-1.09
"2015-07-15T14:30:00.000Z",-0.85,-1.31,-0.87,-1.15
"2015-07-15T14:45:00.000Z",-0.93,-1.29,-0.99,-1.16
"2015-07-15T15:00:00.000Z",-1.07,-1.21,-1.08,-1.19
"2015-07-15T15:15:00.000Z",-1.06,-1.01,-1.11,-1.23
"2015-07-15T15:30:00.000Z",-0.88,-0.87,-1.14,-1.18
"2015-07-15T15:45:00.000Z",-0.83,-0.77,-1.16,-1.08
"2015-07-15T16:00:00.000Z",-0.85,-0.63,-1.13,-1.01
"2015-07-15T16:15:00.000Z",-0.71,-0.41,-1.03,-0.98
"2015-07-15T16:30:00.000Z",-0.5,-0.23,-0.95,-0.86
"2015-07-15T16:45:00.000Z",-0.46,-0.08,-0.91,-0.7
"2015-07-15T17:00:00.000Z",-0.49,0.08,-0.83,-0.61
"2015-07-15T17:15:00.000Z",-0.39,0.28,-0.68,-0.54
"2015-07-15T17:30:00.000Z",-0.27,0.46,-0.53,-0.41
"2015-07-15T17:45:00.000Z",-0.22,0.62,-0.42,-0.25
"2015-07-15T18:00:00.000Z",-0.18,0.77,-0.26,-0.14
"2015-07-15T18:15:00.000Z",-0.06,0.91,-0.06,-0.06
"2015-07-15T18:30:00.000Z",0.1,1.06,0.1,0.03
"2015-07-15T18:45:00.000Z",0.31,1.23,0.21,0.14
"2015-07-15T19:00:00.000Z",0.51,1.35,0.34,0.23
"2015-07-15T19:15:00.000Z",0.67,1.42,0.46,0.32
"2015-07-15T19:30:00.000Z",0.79,1.52,0.57,0.39
"2015-07-15T19:45:00.000Z",0.99,1.62,0.67,0.48
"2015-07-15T20:00:00.000Z",1.19,1.66,0.78,0.61
"2015-07-15T20:15:00.000Z",1.23,1.6,0.91,0.74
"2015-07-15T20:30:00.000Z",1.24,1.58,1.06,0.82
"2015-07-15T20:45:00.000Z",1.37,1.57,1.17,0.9
"2015-07-15T21:00:00.000Z",1.46,1.5,1.22,1.01
"2015-07-15T21:15:00.000Z",1.34,1.33,1.26,1.08
"2015-07-15T21:30:00.000Z",1.23,1.21,1.31,1.07
"2015-07-15T21:45:00.000Z",1.26,1.11,1.32,1.05
"2015-07-15T22:00:00.000Z",1.21,0.97,1.26,1.09
"2015-07-15T22:15:00.000Z",1.01,0.74,1.19,1.1
"2015-07-15T22:30:00.000Z",0.89,0.57,1.18,1.02
"2015-07-15T22:45:00.000Z",0.9,0.42,1.15,0.93
"2015-07-15T23:00:00.000Z",0.87,0.25,1.05,0.89
"2015-07-15T23:15:00.000Z",0.74,0.04,0.93,0.84
"2015-07-15T23:30:00.000Z",0.64,-0.13,0.86,0.72
"2015-07-15T23:45:00.000Z",0.59,-0.29,0.81,0.56
"2015-07-16T00:00:00.000Z",0.5,-0.45,0.71,0.43
"2015-07-16T00:15:00.000Z",0.36,-0.61,0.55,0.32
"2015-07-16T00:30:00.000Z",0.2,-0.77,0.36,0.16
"2015-07-16T00:45:00.000Z",0.01,-0.95,0.22,-0.03
"2015-07-16T01:00:00.000Z",-0.18,-1.1,0.1,-0.23
"2015-07-16T01:15:00.000Z",-0.32,-1.2,-0.04,-0.41
"2015-07-16T01:30:00.000Z",-0.42,-1.34,-0.19,-0.56
"2015-07-16T01:45:00.000Z",-0.58,-1.49,-0.33,-0.71
"2015-07-16T02:00:00.000Z",-0.76,-1.57,-0.47,-0.88
"2015-07-16T02:15:00.000Z",-0.83,-1.54,-0.61,-1.05
"2015-07-16T02:30:00.000Z",-0.85,-1.56,-0.77,-1.16
"2015-07-16T02:45:00.000Z",-0.97,-1.59,-0.93,-1.23
"2015-07-16T03:00:00.000Z",-1.17,-1.55,-1.06,-1.32
"2015-07-16T03:15:00.000Z",-1.23,-1.39,-1.16,-1.41
"2015-07-16T03:30:00.000Z",-1.13,-1.29,-1.25,-1.41
"2015-07-16T03:45:00.000Z",-1.14,-1.22,-1.33,-1.35
"2015-07-16T04:00:00.000Z",-1.23,-1.11,-1.36,-1.33
"2015-07-16T04:15:00.000Z",-1.1,-0.9,-1.32,-1.33
"2015-07-16T04:30:00.000Z",-0.84,-0.73,-1.28,-1.24
"2015-07-16T04:45:00.000Z",-0.81,-0.6,-1.26,-1.1
"2015-07-16T05:00:00.000Z",-0.87,-0.45,-1.21,-1.02
"2015-07-16T05:15:00.000Z",-0.76,-0.23,-1.09,-0.97
"2015-07-16T05:30:00.000Z",-0.57,-0.05,-0.97,-0.84
"2015-07-16T05:45:00.000Z",-0.56,0.11,-0.91,-0.67
"2015-07-16T06:00:00.000Z",-0.58,0.27,-0.78,-0.57
"2015-07-16T06:15:00.000Z",-0.48,0.43,-0.58,-0.48
"2015-07-16T06:30:00.000Z",-0.34,0.59,-0.4,-0.36
"2015-07-16T06:45:00.000Z",-0.2,0.75,-0.27,-0.24
"2015-07-16T07:00:00.000Z",-0.04,0.89,-0.12,-0.16
"2015-07-16T07:15:00.000Z",0.13,0.99,0.03,-0.09
"2015-07-16T07:30:00.000Z",0.29,1.12,0.15,0
"2015-07-16T07:45:00.000Z",0.49,1.26,0.24,0.1
"2015-07-16T08:00:00.000Z",0.69,1.35,0.33,0.19
"2015-07-16T08:15:00.000Z",0.79,1.35,0.46,0.3
"2015-07-16T08:30:00.000Z",0.85,1.38,0.6,0.4
"2015-07-16T08:45:00.000Z",1.02,1.42,0.73,0.52
"2015-07-16T09:00:00.000Z",1.18,1.39,0.84,0.65
"2015-07-16T09:15:00.000Z",1.15,1.27,0.95,0.76
"2015-07-16T09:30:00.000Z",1.08,1.19,1.05,0.8
"2015-07-16T09:45:00.000Z",1.16,1.12,1.11,0.83
"2015-07-16T10:00:00.000Z",1.18,1.01,1.09,0.9
"2015-07-16T10:15:00.000Z",0.98,0.82,1.06,0.93
"2015-07-16T10:30:00.000Z",0.82,0.67,1.07,0.89
"2015-07-16T10:45:00.000Z",0.86,0.55,1.06,0.83
"2015-07-16T11:00:00.000Z",0.84,0.39,0.98,0.84
"2015-07-16T11:15:00.000Z",0.69,0.19,0.88,0.82
"2015-07-16T11:30:00.000Z",0.57,0.02,0.85,0.73
"2015-07-16T11:45:00.000Z",0.57,-0.13,0.84,0.61
"2015-07-16T12:00:00.000Z",0.55,-0.27,0.77,0.53
"2015-07-16T12:15:00.000Z",0.45,-0.42,0.65,0.45
"2015-07-16T12:30:00.000Z",0.33,-0.57,0.5,0.33
"2015-07-16T12:45:00.000Z",0.2,-0.72,0.38,0.17
"2015-07-16T13:00:00.000Z",0.05,-0.86,0.26,0
"2015-07-16T13:15:00.000Z",-0.09,-0.96,0.13,-0.15
"2015-07-16T13:30:00.000Z",-0.21,-1.09,-0.02,-0.3
"2015-07-16T13:45:00.000Z",-0.38,-1.24,-0.15,-0.45
"2015-07-16T14:00:00.000Z",-0.56,-1.35,-0.26,-0.61
"2015-07-16T14:15:00.000Z",-0.63,-1.35,-0.37,-0.77
"2015-07-16T14:30:00.000Z",-0.63,-1.4,-0.51,-0.88
"2015-07-16T14:45:00.000Z",-0.74,-1.45,-0.65,-0.97
"2015-07-16T15:00:00.000Z",-0.93,-1.44,-0.78,-1.08
"2015-07-16T15:15:00.000Z",-0.98,-1.3,-0.89,-1.19
"2015-07-16T15:30:00.000Z",-0.92,-1.22,-1,-1.22
"2015-07-16T15:45:00.000Z",-0.96,-1.16,-1.1,-1.19
"2015-07-16T16:00:00.000Z",-1.08,-1.05,-1.15,-1.18
"2015-07-16T16:15:00.000Z",-1,-0.83,-1.14,-1.19
"2015-07-16T16:30:00.000Z",-0.74,-0.67,-1.13,-1.11
"2015-07-16T16:45:00.000Z",-0.68,-0.55,-1.12,-0.97
"2015-07-16T17:00:00.000Z",-0.74,-0.4,-1.04,-0.89
"2015-07-16T17:15:00.000Z",-0.6,-0.17,-0.92,-0.84
"2015-07-16T17:30:00.000Z",-0.37,0.02,-0.82,-0.71
"2015-07-16T17:45:00.000Z",-0.34,0.18,-0.77,-0.54
"2015-07-16T18:00:00.000Z",-0.38,0.35,-0.67,-0.44
"2015-07-16T18:15:00.000Z",-0.31,0.53,-0.49,-0.36
"2015-07-16T18:30:00.000Z",-0.17,0.7,-0.31,-0.23
"2015-07-16T18:45:00.000Z",-0.09,0.87,-0.18,-0.08
"2015-07-16T19:00:00.000Z",0.02,1.02,-0.01,0.01
"2015-07-16T19:15:00.000Z",0.18,1.14,0.16,0.08
"2015-07-16T19:30:00.000Z",0.37,1.28,0.3,0.18
"2015-07-16T19:45:00.000Z",0.58,1.44,0.41,0.29
"2015-07-16T20:00:00.000Z",0.81,1.55,0.51,0.38
"2015-07-16T20:15:00.000Z",0.94,1.58,0.63,0.47
"2015-07-16T20:30:00.000Z",1.03,1.65,0.76,0.56
"2015-07-16T20:45:00.000Z",1.22,1.72,0.88,0.67
"2015-07-16T21:00:00.000Z",1.39,1.71,0.99,0.81
"2015-07-16T21:15:00.000Z",1.39,1.61,1.11,0.93
"2015-07-16T21:30:00.000Z",1.34,1.54,1.24,0.99
"2015-07-16T21:45:00.000Z",1.44,1.5,1.32,1.03
"2015-07-16T22:00:00.000Z",1.48,1.39,1.33,1.12
"2015-07-16T22:15:00.000Z",1.3,1.2,1.32,1.17
"2015-07-16T22:30:00.000Z",1.14,1.05,1.34,1.13
"2015-07-16T22:45:00.000Z",1.16,0.93,1.33,1.08
"2015-07-16T23:00:00.000Z",1.13,0.77,1.25,1.1
"2015-07-16T23:15:00.000Z",0.96,0.54,1.15,1.09
"2015-07-16T23:30:00.000Z",0.83,0.35,1.12,0.99
"2015-07-16T23:45:00.000Z",0.83,0.19,1.09,0.86
"2015-07-17T00:00:00.000Z",0.81,0.02,1.01,0.79
"2015-07-17T00:15:00.000Z",0.69,-0.17,0.88,0.72
"2015-07-17T00:30:00.000Z",0.56,-0.34,0.76,0.58
"2015-07-17T00:45:00.000Z",0.46,-0.51,0.66,0.41
"2015-07-17T01:00:00.000Z",0.32,-0.68,0.53,0.25
"2015-07-17T01:15:00.000Z",0.15,-0.82,0.37,0.09
"2015-07-17T01:30:00.000Z",-0.02,-0.99,0.19,-0.08
"2015-07-17T01:45:00.000Z",-0.21,-1.17,0.04,-0.27
"2015-07-17T02:00:00.000Z",-0.41,-1.32,-0.08,-0.47
"2015-07-17T02:15:00.000Z",-0.52,-1.39,-0.21,-0.65
"2015-07-17T02:30:00.000Z",-0.58,-1.5,-0.37,-0.79
"2015-07-17T02:45:00.000Z",-0.72,-1.61,-0.53,-0.92
"2015-07-17T03:00:00.000Z",-0.91,-1.65,-0.68,-1.08
"2015-07-17T03:15:00.000Z",-1,-1.57,-0.83,-1.24
"2015-07-17T03:30:00.000Z",-1,-1.54,-0.98,-1.32
"2015-07-17T03:45:00.000Z",-1.1,-1.53,-1.13,-1.35
"2015-07-17T04:00:00.000Z",-1.28,-1.47,-1.23,-1.4
"2015-07-17T04:15:00.000Z",-1.3,-1.28,-1.29,-1.45
"2015-07-17T04:30:00.000Z",-1.13,-1.15,-1.33,-1.42
"2015-07-17T04:45:00.000Z",-1.08,-1.06,-1.38,-1.33
"2015-07-17T05:00:00.000Z",-1.13,-0.93,-1.37,-1.28
"2015-07-17T05:15:00.000Z",-0.99,-0.71,-1.3,-1.26
"2015-07-17T05:30:00.000Z",-0.77,-0.53,-1.23,-1.15
"2015-07-17T05:45:00.000Z",-0.73,-0.39,-1.21,-1
"2015-07-17T06:00:00.000Z",-0.79,-0.23,-1.14,-0.9
"2015-07-17T06:15:00.000Z",-0.7,-0.02,-0.99,-0.84
"2015-07-17T06:30:00.000Z",-0.55,0.15,-0.84,-0.71
"2015-07-17T06:45:00.000Z",-0.51,0.32,-0.73,-0.55
"2015-07-17T07:00:00.000Z",-0.47,0.47,-0.59,-0.44
"2015-07-17T07:15:00.000Z",-0.36,0.61,-0.39,-0.35
"2015-07-17T07:30:00.000Z",-0.18,0.76,-0.21,-0.27
"2015-07-17T07:45:00.000Z",0.01,0.92,-0.1,-0.16
"2015-07-17T08:00:00.000Z",0.19,1.05,0.02,-0.07
"2015-07-17T08:15:00.000Z",0.35,1.12,0.15,0.01
"2015-07-17T08:30:00.000Z",0.48,1.23,0.26,0.09
"2015-07-17T08:45:00.000Z",0.66,1.34,0.35,0.18
"2015-07-17T09:00:00.000Z",0.87,1.39,0.46,0.3
"2015-07-17T09:15:00.000Z",0.94,1.35,0.59,0.44
"2015-07-17T09:30:00.000Z",0.96,1.34,0.75,0.54
"2015-07-17T09:45:00.000Z",1.1,1.34,0.87,0.63
"2015-07-17T10:00:00.000Z",1.22,1.28,0.95,0.74
"2015-07-17T10:15:00.000Z",1.13,1.12,1.01,0.83
"2015-07-17T10:30:00.000Z",1.01,1.01,1.08,0.84
"2015-07-17T10:45:00.000Z",1.06,0.92,1.09,0.83
"2015-07-17T11:00:00.000Z",1.03,0.8,1.05,0.87
"2015-07-17T11:15:00.000Z",0.83,0.59,0.99,0.89
"2015-07-17T11:30:00.000Z",0.71,0.43,0.98,0.83
"2015-07-17T11:45:00.000Z",0.73,0.29,0.97,0.75
"2015-07-17T12:00:00.000Z",0.7,0.14,0.89,0.73
"2015-07-17T12:15:00.000Z",0.58,-0.05,0.79,0.7
"2015-07-17T12:30:00.000Z",0.49,-0.21,0.73,0.6
"2015-07-17T12:45:00.000Z",0.46,-0.35,0.7,0.47
"2015-07-17T13:00:00.000Z",0.41,-0.49,0.62,0.35
"2015-07-17T13:15:00.000Z",0.29,-0.62,0.48,0.25
"2015-07-17T13:30:00.000Z",0.15,-0.76,0.3,0.12
"2015-07-17T13:45:00.000Z",-0.02,-0.91,0.17,-0.05
"2015-07-17T14:00:00.000Z",-0.18,-1.04,0.06,-0.22
"2015-07-17T14:15:00.000Z",-0.3,-1.11,-0.06,-0.39
"2015-07-17T14:30:00.000Z",-0.39,-1.23,-0.19,-0.52
"2015-07-17T14:45:00.000Z",-0.54,-1.35,-0.32,-0.64
"2015-07-17T15:00:00.000Z",-0.7,-1.41,-0.44,-0.79
"2015-07-17T15:15:00.000Z",-0.75,-1.37,-0.55,-0.94
"2015-07-17T15:30:00.000Z",-0.74,-1.36,-0.69,-1.03
"2015-07-17T15:45:00.000Z",-0.84,-1.37,-0.83,-1.07
"2015-07-17T16:00:00.000Z",-1.01,-1.32,-0.95,-1.14
"2015-07-17T16:15:00.000Z",-1.03,-1.14,-1.02,-1.22
"2015-07-17T16:30:00.000Z",-0.91,-1.02,-1.09,-1.2
"2015-07-17T16:45:00.000Z",-0.91,-0.93,-1.15,-1.12
"2015-07-17T17:00:00.000Z",-0.98,-0.8,-1.15,-1.08
"2015-07-17T17:15:00.000Z",-0.82,-0.58,-1.08,-1.06
"2015-07-17T17:30:00.000Z",-0.56,-0.4,-1.01,-0.95
"2015-07-17T17:45:00.000Z",-0.54,-0.26,-0.98,-0.8
"2015-07-17T18:00:00.000Z",-0.56,-0.1,-0.9,-0.71
"2015-07-17T18:15:00.000Z",-0.43,0.11,-0.76,-0.65
"2015-07-17T18:30:00.000Z",-0.26,0.3,-0.64,-0.51
"2015-07-17T18:45:00.000Z",-0.26,0.46,-0.56,-0.35
"2015-07-17T19:00:00.000Z",-0.26,0.62,-0.42,-0.24
"2015-07-17T19:15:00.000Z",-0.17,0.77,-0.22,-0.15
"2015-07-17T19:30:00.000Z",-0.03,0.93,-0.05,-0.04
"2015-07-17T19:45:00.000Z",0.12,1.1,0.09,0.07
"2015-07-17T20:00:00.000Z",0.31,1.24,0.23,0.16
"2015-07-17T20:15:00.000Z",0.48,1.33,0.38,0.25
"2015-07-17T20:30:00.000Z",0.64,1.45,0.49,0.34
"2015-07-17T20:45:00.000Z",0.86,1.59,0.59,0.43
"2015-07-17T21:00:00.000Z",1.08,1.66,0.69,0.53
"2015-07-17T21:15:00.000Z",1.16,1.64,0.81,0.65
"2015-07-17T21:30:00.000Z",1.2,1.65,0.96,0.75
"2015-07-17T21:45:00.000Z",1.36,1.68,1.09,0.85
"2015-07-17T22:00:00.000Z",1.49,1.63,1.18,0.97
"2015-07-17T22:15:00.000Z",1.41,1.48,1.26,1.07
"2015-07-17T22:30:00.000Z",1.32,1.38,1.34,1.09
"2015-07-17T22:45:00.000Z",1.39,1.31,1.38,1.09
"2015-07-17T23:00:00.000Z",1.37,1.18,1.33,1.15
"2015-07-17T23:15:00.000Z",1.15,0.96,1.28,1.17
"2015-07-17T23:30:00.000Z",1.01,0.8,1.29,1.11
"2015-07-17T23:45:00.000Z",1.04,0.66,1.27,1.03
"2015-07-18T00:00:00.000Z",1.01,0.49,1.17,1.02
"2015-07-18T00:15:00.000Z",0.85,0.27,1.04,0.98
"2015-07-18T00:30:00.000Z",0.75,0.09,1,0.87
"2015-07-18T00:45:00.000Z",0.73,-0.07,0.97,0.72
"2015-07-18T01:00:00.000Z",0.68,-0.23,0.89,0.62
"2015-07-18T01:15:00.000Z",0.54,-0.4,0.74,0.52
"2015-07-18T01:30:00.000Z",0.4,-0.57,0.56,0.38
"2015-07-18T01:45:00.000Z",0.23,-0.75,0.42,0.19
"2015-07-18T02:00:00.000Z",0.06,-0.91,0.3,0
"2015-07-18T02:15:00.000Z",-0.1,-1.03,0.15,-0.19
"2015-07-18T02:30:00.000Z",-0.24,-1.19,-0.01,-0.35
"2015-07-18T02:45:00.000Z",-0.42,-1.35,-0.16,-0.51
"2015-07-18T03:00:00.000Z",-0.61,-1.47,-0.29,-0.69
"2015-07-18T03:15:00.000Z",-0.69,-1.49,-0.42,-0.87
"2015-07-18T03:30:00.000Z",-0.71,-1.54,-0.58,-1
"2015-07-18T03:45:00.000Z",-0.85,-1.61,-0.75,-1.1
"2015-07-18T04:00:00.000Z",-1.05,-1.6,-0.9,-1.23
"2015-07-18T04:15:00.000Z",-1.14,-1.47,-1.02,-1.35
"2015-07-18T04:30:00.000Z",-1.09,-1.4,-1.14,-1.38
"2015-07-18T04:45:00.000Z",-1.14,-1.36,-1.25,-1.36
"2015-07-18T05:00:00.000Z",-1.27,-1.26,-1.32,-1.37
"2015-07-18T05:15:00.000Z",-1.21,-1.06,-1.32,-1.39
"2015-07-18T05:30:00.000Z",-0.97,-0.92,-1.32,-1.33
"2015-07-18T05:45:00.000Z",-0.9,-0.81,-1.33,-1.21
"2015-07-18T06:00:00.000Z",-0.97,-0.67,-1.29,-1.14
"2015-07-18T06:15:00.000Z",-0.87,-0.46,-1.19,-1.1
"2015-07-18T06:30:00.000Z",-0.66,-0.28,-1.1,-0.99
"2015-07-18T06:45:00.000Z",-0.63,-0.12,-1.06,-0.83
"2015-07-18T07:00:00.000Z",-0.69,0.03,-0.97,-0.72
"2015-07-18T07:15:00.000Z",-0.62,0.21,-0.79,-0.65
"2015-07-18T07:30:00.000Z",-0.47,0.36,-0.62,-0.53
"2015-07-18T07:45:00.000Z",-0.36,0.52,-0.49,-0.38
"2015-07-18T08:00:00.000Z",-0.28,0.66,-0.34,-0.29
"2015-07-18T08:15:00.000Z",-0.12,0.78,-0.16,-0.23
"2015-07-18T08:30:00.000Z",0.05,0.91,-0.02,-0.15
"2015-07-18T08:45:00.000Z",0.24,1.06,0.07,-0.05
"2015-07-18T09:00:00.000Z",0.44,1.16,0.16,0.05
"2015-07-18T09:15:00.000Z",0.55,1.2,0.27,0.13
"2015-07-18T09:30:00.000Z",0.62,1.26,0.39,0.21
"2015-07-18T09:45:00.000Z",0.8,1.33,0.5,0.31
"2015-07-18T10:00:00.000Z",0.99,1.33,0.62,0.45
"2015-07-18T10:15:00.000Z",1.01,1.24,0.74,0.58
"2015-07-18T10:30:00.000Z",0.98,1.19,0.87,0.64
"2015-07-18T10:45:00.000Z",1.08,1.15,0.96,0.7
"2015-07-18T11:00:00.000Z",1.14,1.06,0.99,0.78
"2015-07-18T11:15:00.000Z",1,0.89,0.99,0.83
"2015-07-18T11:30:00.000Z",0.84,0.76,1.01,0.81
"2015-07-18T11:45:00.000Z",0.86,0.65,1,0.78
"2015-07-18T12:00:00.000Z",0.85,0.51,0.94,0.79
"2015-07-18T12:15:00.000Z",0.7,0.32,0.87,0.79
"2015-07-18T12:30:00.000Z",0.56,0.16,0.84,0.72
"2015-07-18T12:45:00.000Z",0.57,0.01,0.82,0.62
"2015-07-18T13:00:00.000Z",0.55,-0.13,0.76,0.57
"2015-07-18T13:15:00.000Z",0.47,-0.29,0.67,0.51
"2015-07-18T13:30:00.000Z",0.38,-0.43,0.56,0.41
"2015-07-18T13:45:00.000Z",0.29,-0.56,0.48,0.26
"2015-07-18T14:00:00.000Z",0.18,-0.69,0.37,0.13
"2015-07-18T14:15:00.000Z",0.06,-0.79,0.23,0
"2015-07-18T14:30:00.000Z",-0.08,-0.92,0.08,-0.13
"2015-07-18T14:45:00.000Z",-0.24,-1.06,-0.05,-0.29
"2015-07-18T15:00:00.000Z",-0.42,-1.17,-0.15,-0.45
"2015-07-18T15:15:00.000Z",-0.5,-1.21,-0.26,-0.6
"2015-07-18T15:30:00.000Z",-0.53,-1.28,-0.38,-0.71
"2015-07-18T15:45:00.000Z",-0.64,-1.35,-0.51,-0.81
"2015-07-18T16:00:00.000Z",-0.8,-1.37,-0.63,-0.93
"2015-07-18T16:15:00.000Z",-0.85,-1.27,-0.74,-1.05
"2015-07-18T16:30:00.000Z",-0.81,-1.21,-0.86,-1.1
"2015-07-18T16:45:00.000Z",-0.87,-1.18,-0.97,-1.09
"2015-07-18T17:00:00.000Z",-1.01,-1.09,-1.05,-1.11
